track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,stream_percentage,spotify_percentage,more_than_10M_streams,three_or_more_artist,Summer,top10_more_in_spotify_than_apple
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12,2023-06-02,0.6743077895300011,98.61751152073732,True,False,False,True
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418.0,12,57,47,1,33,108,D,Major,67,55,67,60,0,80,5,2023-02-14,3.927174368978898,98.59976662777129,True,False,False,True
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6,2000-01-01,38.46193100879402,99.61139896373057,True,False,False,True
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11,2022-12-16,6.245644446676353,96.86544342507645,True,True,False,True
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686.0,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,2021-12-10,11.229602288674338,99.88408037094281,True,False,False,False
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,2022-06-10,26.688546010361414,98.30719055754,True,False,False,True
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5,2023-05-04,1.3728149146808148,98.68421052631578,True,True,False,True
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5,2023-05-05,1.077068550889517,95.07978723404256,True,False,False,True
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115.0,14,110,9,0,49,104,E,Minor,80,38,88,11,0,11,5,2023-05-01,2.484819714415053,95.89442815249268,True,False,False,True
Haegeum,Agust D,1,2023,4,21,244,12,118810253.0,6,84,10,2,9,85,G,Major,70,83,84,31,0,47,30,2023-04-21,3.2077110886322044,97.6,True,False,False,False
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241.0,17,7,41,1,29,117,F#,Minor,77,69,58,39,0,26,5,2023-04-30,2.0851897652865317,95.77114427860697,True,False,False,True
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629.0,15,26,30,6,0,80,,Major,52,57,48,86,0,15,39,2023-02-24,5.572502051930426,98.55072463768117,True,False,False,False
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907.0,46,5,51,0,20,98,F,Major,44,36,41,50,0,38,5,2023-04-07,3.1790292286233375,97.40990990990991,True,False,False,True
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541.0,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25,2023-02-02,7.19849066113151,97.92817679558011,True,False,False,True
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992.0,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3,2022-04-08,7.915639783050723,97.9752190994258,True,False,False,True
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,15,93,30,0,320,120,D,Major,77,94,66,65,0,38,3,2023-02-24,3.77121816923262,97.22735674676525,True,False,False,True
I AM,IVE,1,2023,4,10,366,15,123132751.0,16,102,7,0,55,122,E,Minor,68,38,88,1,0,8,5,2023-04-10,3.324412504672372,95.81151832460732,True,False,False,True
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518.0,0,0,6,0,0,144,F,Major,74,75,73,42,0,9,4,1997-01-01,2.8014432354840513,100.0,True,False,False,False
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075.0,8,14,12,2,33,96,D,Major,93,47,47,33,0,10,36,2023-03-04,4.397723794699482,98.18181818181819,True,False,False,False
Super,SEVENTEEN,1,2023,4,24,271,12,91221625.0,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9,2023-04-24,2.4628566192477406,94.42508710801394,True,False,False,True
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.0,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42,2022-04-22,5.1429889668629425,97.4910394265233,True,False,False,True
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277.0,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3,2023-04-21,2.596733305842022,97.01244813278008,True,False,False,True
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616.0,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4,2019-08-23,5.001238218121294,98.01223241590215,True,False,True,True
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467.0,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5,2022-04-21,23.89628888823107,98.29876137889867,True,False,False,True
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946.0,0,0,0,0,0,148,A,Major,90,74,68,14,0,10,19,2023-04-14,2.834663075015607,100.0,True,False,False,False
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338.0,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5,2023-02-03,3.9766336534186606,98.88888888888889,True,False,False,False
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9,2021-09-09,35.15715377956735,97.74588189962431,True,False,False,True
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978.0,8,84,5,1,4,145,E,Minor,76,80,81,19,0,6,9,2022-12-30,4.2914546666232045,97.06959706959707,True,False,False,True
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644.0,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6,2023-04-25,2.076480096314953,95.64032697547684,True,False,False,True
Komang,Raim Laode,1,2022,8,16,158,4,137123880.0,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3,2022-08-16,3.702153469804258,96.93251533742331,True,False,True,True
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383.0,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10,2022-07-28,21.122881922113542,97.69023482612602,True,False,True,True
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952.0,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,2022-10-21,13.56882260320747,96.53489507076623,True,False,False,True
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255.0,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4,2023-02-05,5.589609070011145,100.0,True,True,False,False
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.0,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3,2022-04-28,10.931392140186745,98.19341126461212,True,False,False,False
Punto G,Quevedo,1,2022,11,4,1985,35,381161027.0,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15,2022-11-04,10.290816002742954,98.31599801882119,True,False,False,False
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982.0,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4,2014-06-05,12.58761311228224,99.9526963103122,True,False,False,False
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552.0,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10,2021-11-25,9.654176072915396,98.86003799873338,True,False,False,False
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704.0,17,13,27,0,43,120,G,Minor,80,33,70,22,0,9,4,2023-04-27,1.6497687644809345,98.09417040358744,True,False,False,True
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403.0,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5,2022-12-24,5.3531592833668915,99.26650366748166,True,False,False,False
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.0,4,71,16,1,9,132,,Minor,59,56,82,12,0,12,6,2023-03-17,4.547877292271266,98.83720930232558,True,False,False,False
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769.0,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,2018-03-29,19.046699620411548,99.28876244665719,True,False,False,True
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215.0,5,9,5,0,0,145,B,Minor,54,19,48,36,0,37,5,2023-05-04,0.9315116738104444,95.45454545454545,True,False,False,True
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240.0,53,120,62,0,2,110,,Major,82,67,69,0,0,18,4,2022-09-16,13.018058837160245,96.63918833227648,True,False,False,True
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600.0,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16,2022-12-22,8.210777949267577,99.21407185628742,True,False,False,False
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467.0,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4,2018-03-29,39.14256311354677,98.65634454529275,True,False,False,True
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354.0,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4,2023-03-24,4.6876963448236175,98.93899204244032,True,False,False,False
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258.0,8,77,2,1,1,123,G,Minor,70,86,68,24,0,11,4,2023-02-02,2.430556379200498,96.15384615384616,True,False,False,True
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649.0,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4,2021-12-03,17.62211498867098,95.99692070823711,True,False,False,True
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958.0,247,54,"5,567",1,51,171,D,Major,70,6,73,1,0,36,26,2002-01-01,49.407256994019264,99.24577849705335,True,False,False,True
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831.0,18,51,"1,005",0,0,130,E,Minor,80,64,76,2,0,20,6,2002-05-26,17.696690049379082,99.76418184200183,True,False,False,True
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671.0,10,41,20,0,1,94,B,Major,82,53,67,34,0,9,8,2023-03-02,3.952856872964431,99.17898193760263,True,True,False,False
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024.0,4,45,11,2,24,89,G,Minor,73,44,57,39,0,32,6,2023-04-07,2.586898982981287,98.12206572769952,True,False,False,False
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.0,20,8,15,0,6,87,F,Minor,65,71,56,4,0,15,20,2023-03-17,3.1644253592049782,98.40637450199203,True,False,False,True
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613.0,11,3,18,1,1,124,B,Minor,72,79,78,55,0,15,30,2023-03-22,2.7109194778447985,98.34586466165413,True,False,False,True
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350.0,23,0,18,0,33,78,G#,Major,71,80,65,51,0,22,32,2023-03-27,2.180362790698212,98.46870838881492,True,False,False,True
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432.0,190,104,147,18,63,120,G#,Major,70,70,79,7,0,18,10,2022-11-01,8.790541456898733,96.29773967264225,True,False,False,True
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276.0,8,1,13,0,0,96,F#,Minor,48,50,80,40,0,37,20,2023-03-31,1.578696880763745,98.88423988842399,True,False,False,True
HAPPY,NF,1,2023,3,25,660,0,52722996.0,22,7,11,0,78,106,G,Major,73,22,86,31,0,12,4,2023-03-25,1.4234473425042817,96.7741935483871,True,False,False,True
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597.0,4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35,2021-12-24,5.18226335155627,99.18864097363083,True,False,False,False
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503.0,16,15,5,0,1,134,B,Minor,67,11,76,8,47,30,7,2023-03-24,2.089084638038534,96.2174940898345,True,False,False,True
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613.0,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5,2022-05-20,20.07869008548486,97.82352169922643,True,False,False,True
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608.0,30,84,88,1,28,130,F#,Major,74,79,87,45,0,30,3,2022-12-09,7.229945844842796,97.0674486803519,True,False,False,True
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,240,98,468,3,10,118,,Major,65,63,79,3,0,10,3,2020-03-20,32.98725958995673,97.44708009786193,True,False,False,True
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.0,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3,2022-04-22,12.141320529211082,97.999402806808,True,False,False,True
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410.0,29,9,12,0,52,100,A,Major,72,42,66,18,4,19,4,2023-03-29,1.8108075056124013,95.36,True,False,False,True
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7,2023-03-14,3.14087193820977,98.46153846153847,True,False,False,False
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509.0,19,29,21,0,0,140,,Major,64,18,37,72,0,12,7,2022-10-21,11.700021203138435,99.2778411250475,True,False,False,True
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767.0,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4,2023-02-10,4.470557715372258,96.18104667609619,True,False,False,True
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3,2022-05-13,9.930473154650707,98.29099307159353,True,False,False,True
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549.0,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6,2022-04-01,12.87924035290855,98.93373952779893,True,False,False,False
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.0,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3,2022-10-26,4.21757897777857,95.929203539823,True,False,False,True
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705.0,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11,2022-01-21,12.118153890230856,99.19322307382009,True,False,False,False
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774.0,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6,1995-07-11,36.653543010165734,99.80272428370127,True,False,True,True
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144.0,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31,2022-11-13,7.947097261643433,97.89473684210527,True,False,False,True
I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,2014-11-28,26.24709794897392,99.41952506596307,True,False,False,True
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682.0,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,2017-02-20,24.839949934283695,99.32393829746715,True,False,False,True
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,2016-09-09,65.34907954036713,98.55199648968846,True,False,False,True
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8,2015-05-27,52.576321577515614,99.52833835923607,True,False,False,True
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10,2019-05-10,6.605445405767993,98.38032393521296,True,False,False,True
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5,2023-04-07,1.841763620110584,100.0,True,False,False,False
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5,2022-12-15,6.036417380434681,98.92761394101876,True,True,False,True
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5,2022-07-25,12.738475431229238,97.8654017195375,True,True,True,True
Low,SZA,1,2022,12,9,1911,0,272377463.0,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6,2022-12-09,7.353811529705337,98.81075491209927,True,False,False,True
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4,2003-03-24,36.75657678741253,99.80645161290323,True,False,False,True
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4,2003-03-24,36.75657678741253,99.80645161290323,True,False,False,True
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242.0,32,18,39,2,0,95,,Major,64,30,77,46,0,38,6,2023-02-24,4.0438035907493415,97.95003203074953,True,False,False,True
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13,2023-03-03,3.148031671266506,96.54631083202511,True,False,False,True
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3,2022-12-02,4.008467573560644,98.661800486618,True,False,False,True
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,2022-08-05,13.424390434014763,98.15005138746146,True,False,True,True
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,2022-08-05,13.424390434014763,98.15005138746146,True,False,False,True
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3,2023-03-03,2.3972360778598016,98.88888888888889,True,False,False,False
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3,2023-03-03,3.3995909032060236,96.48562300319489,True,False,False,True
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,2023-02-23,2.8365342943297427,97.62100082034455,True,True,False,True
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,2023-01-31,2.5816916000466597,98.13559322033898,True,False,False,True
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,2023-02-17,3.903587901691191,96.22057001239158,True,False,False,True
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,2022-12-15,8.047305418889952,97.91489361702128,True,False,False,True
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,2023-01-23,4.497159062881164,97.10144927536231,True,False,False,False
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,2023-01-31,2.24146381960927,96.62921348314607,True,False,False,True
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,2022-11-05,3.7753784382716025,88.65979381443299,True,False,False,True
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,2022-10-31,8.18641694600013,95.15885022692889,True,False,False,True
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,2022-10-31,8.18641694600013,95.15885022692889,True,False,False,True
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,2022-12-15,5.97775203067213,98.26689774696708,True,False,False,True
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,2023-03-03,1.5899729831277614,95.91836734693877,True,False,False,True
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,2023-03-03,2.1982099215373183,96.29018961253092,True,False,False,True
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,2022-05-31,4.232771497781365,99.38650306748467,True,False,False,False
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,2022-12-09,7.692127079947622,97.72639691714836,True,False,False,True
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,2023-02-23,2.5227202210966304,97.23618090452261,True,False,False,False
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,2022-08-01,9.81325441834047,97.80701754385966,True,False,True,True
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,2011-01-01,10.056342702973664,98.33962264150944,True,False,False,True
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,2022-10-19,10.279084838891956,96.8642040924794,True,False,False,True
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,2023-03-03,1.5263194791030412,97.91666666666666,True,False,False,True
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,2023-01-20,4.735537629865376,98.77641824249166,True,False,False,False
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,2022-05-06,5.486696138520256,98.3739837398374,True,False,False,True
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,2000-10-24,43.850204812794324,99.74928366762178,True,False,False,True
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,2022-12-08,3.6257641028413214,96.37023593466425,True,False,False,True
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,2022-07-28,1.8917853664879494,95.2755905511811,True,False,True,True
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,2022-06-03,16.450072041106637,98.25116279069768,True,False,False,True
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,2022-05-06,18.12594440681502,99.23371647509579,True,False,False,False
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,2022-09-08,9.783257051303824,99.10364145658264,True,False,False,False
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,2022-12-23,2.52673639858082,98.69565217391305,True,False,False,True
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,2021-09-03,33.032284245533674,98.06410663281498,True,True,False,True
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,2017-08-25,27.599546142002833,99.80593290823398,True,False,True,False
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,2022-11-03,7.112871848053868,97.96875,True,False,False,True
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,2019-06-28,38.746441795127375,97.30798479087453,True,False,False,True
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,2022-10-20,6.394811604212307,97.20176730486008,True,False,False,True
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,2023-01-27,3.9833463975713044,95.74626865671641,True,False,False,True
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,2020-02-19,18.847351937702324,99.44642637470784,True,False,False,True
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,2022-07-15,19.544140925629254,100.0,True,False,True,False
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,2022-07-15,19.544140925629254,100.0,True,False,False,True
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,2023-03-03,0.93012823829253,97.59615384615384,True,False,False,True
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,2020-05-20,10.883068822051625,96.61495063469675,True,False,False,True
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,2022-09-29,8.355635481481785,97.89096697174692,True,False,False,True
