track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,stream_percentage,spotify_percentage,more_than_10M_streams,three_or_more_artist,Summer,top10_more_in_spotify_than_apple
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,2022-01-07,8.822950609318475,98.2083609820836,True,False,False,True
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,2022-01-07,10.563241133541895,99.55079474775398,True,False,False,True
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,2022-01-05,9.438323252026334,97.17391304347827,True,True,False,True
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,2022-01-07,9.170340822673099,98.6968085106383,True,False,False,True
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,2021-08-20,18.217927952027075,98.54600349594787,True,False,True,True
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,2021-11-19,11.682835484124192,96.70138888888889,True,True,False,True
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,2021-06-24,35.365133753246276,98.24585827648616,True,False,False,True
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,2022-01-07,3.2192681924768802,99.63579604578564,True,False,False,True
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,2022-01-07,3.156233550475571,99.52339688041594,True,False,False,True
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,2017-06-23,23.976029943012364,99.45442145942259,True,False,False,True
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,2022-01-07,5.417563591597573,99.361249112846,True,False,False,True
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,2021-08-06,3.5275244138840853,99.34965570007651,True,False,True,True
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,2021-08-06,3.5275244138840853,99.34965570007651,True,False,True,True
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,2021-05-14,50.947436557972004,98.36303880672482,True,False,False,True
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,2022-01-07,2.378680989600841,99.50946040644709,True,True,False,True
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,2022-01-07,2.729963510839994,99.76833976833976,True,False,False,True
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,2021-04-09,42.53541149313886,97.649086097606,True,False,False,True
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,2022-01-07,2.4745848402507957,99.24178601516428,True,False,False,True
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,2021-06-11,28.14789261495154,98.16095336177726,True,False,False,True
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,2020-09-18,46.8545069805614,97.81815296731196,True,False,False,True
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,2019-07-26,19.623608727529522,98.71147483893435,True,False,True,True
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,2022-01-07,1.4561299637938934,99.8768472906404,True,False,False,True
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,2021-11-19,7.229106998185985,97.88182831661094,True,False,False,True
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,2022-01-07,2.0141352416723457,99.90147783251231,True,False,False,True
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,2021-09-17,24.86023957491837,97.87364798426745,True,False,False,True
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,2021-11-05,14.568319707212094,98.59475098160777,True,False,False,True
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,2017-12-08,36.928974786611356,97.90665751544269,True,False,False,True
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,2020-09-21,15.610805501991928,97.96228710462287,True,False,False,True
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,2021-10-05,20.938554049331042,98.24913892078071,True,True,False,True
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,2021-09-10,23.316685509326067,98.31417624521073,True,False,False,True
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,2021-11-04,17.71146047319158,97.44436162283037,True,False,False,True
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,2021-07-30,28.531047016371286,98.39795681448804,True,False,True,True
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,2021-10-22,16.522990656403245,98.5017742147457,True,False,False,True
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,2021-05-21,33.231391127685065,98.40883564208161,True,False,False,True
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,2021-09-10,15.739683990842988,98.14106068890104,True,False,False,True
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,2021-01-08,50.16730122954881,98.56254856254856,True,False,False,True
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,2021-11-30,6.498144364010675,97.88519637462235,True,True,False,True
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,2021-11-12,15.758734935481058,98.93276414087512,True,False,False,True
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,2022-01-07,1.7226062759681728,99.915611814346,True,False,False,True
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,2021-11-19,12.587147305350477,97.68518518518519,True,False,False,True
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,2022-01-05,6.397062423912497,95.95448798988622,True,True,False,True
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,2022-01-07,1.1319020966413045,100.0,True,False,False,False
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,2021-11-18,6.081683997509482,98.41549295774648,True,False,False,True
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,2021-10-27,10.616668348958742,98.09456598447424,True,True,False,True
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,2021-12-01,7.754026754592671,97.20837487537388,True,False,False,True
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,2018-03-09,16.192958872138934,99.17085427135677,True,False,False,True
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,2021-10-30,9.254566318743402,98.00230503265462,True,False,False,True
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,2021-08-03,18.191690437718915,97.49682568474515,True,False,True,True
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,2020-11-02,31.551725241987782,98.45432870180055,True,False,False,True
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,2019-08-30,14.593818296700487,98.46603360116873,True,True,True,True
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,2021-11-05,10.355318936877637,98.74651810584957,True,True,False,True
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,2020-03-13,14.323062408651808,99.30688688983925,True,True,False,True
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29,2022-01-07,1.007263063737642,100.0,True,False,False,False
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,2021-10-22,13.792961349962907,97.53521126760563,True,False,False,True
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,2021-03-19,39.03840773325319,98.39259620068192,True,True,False,True
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,2020-10-30,47.60836032797402,98.34268677656962,True,False,False,True
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,2021-12-29,10.102648145372381,98.82214369846879,True,False,False,True
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,2022-01-09,2.937693639428405,98.02504816955684,True,False,False,True
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,2021-09-08,11.790165333393027,96.99930216329379,True,True,False,True
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,2021-09-24,11.367509300021817,97.4976167778837,True,True,False,True
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,2020-07-17,13.540925187666373,98.52284438337341,True,False,True,True
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,2021-09-16,9.559267255852076,98.14116379310344,True,True,False,True
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,2021-05-21,30.876895920405328,96.37023593466425,True,False,False,True
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,2022-01-07,8.407234486362235,98.48781853822459,True,True,False,True
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,2021-06-24,18.160780382840834,98.39022498060513,True,False,False,True
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,2021-04-01,33.934024368639555,98.47298355520752,True,False,False,True
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,2020-08-21,45.705884161879474,97.27386791376755,True,False,True,True
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,2021-11-05,6.617240394321171,98.5444922262653,True,False,False,True
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,2019-01-11,18.5408696326369,98.59711771457722,True,False,False,True
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,2021-10-21,7.057818020684027,98.4171322160149,True,False,False,True
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,2021-07-08,16.47038074275643,97.00563296768455,True,True,True,True
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,2021-03-05,30.12722633081803,98.38269414494336,True,True,False,True
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,2021-09-03,16.050211199908304,99.14187643020595,True,True,False,True
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,2021-08-01,15.30698723027595,97.24060029046314,True,False,True,True
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3,1970-01-01,,99.44694089180781,False,False,False,True
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,2021-11-11,10.116564657306489,98.2842618089388,True,False,False,True
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,2021-11-19,4.993045005464428,98.29059829059828,True,True,False,True
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,2022-01-07,0.8628638328430144,99.8699609882965,True,False,False,True
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,2021-11-19,4.510830211493189,97.47102212855637,True,False,False,True
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,2015-05-10,22.258195805467896,99.24067348960052,True,False,False,True
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,2021-09-01,9.813119290322533,96.54097849797445,True,False,False,True
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,2015-10-30,30.440069858199227,99.57199633139713,True,False,False,True
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,2022-01-07,1.6383007020354916,99.62962962962963,True,False,False,True
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,2021-12-01,6.688578943259774,96.84014869888475,True,False,False,True
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,2020-07-24,45.88149415811448,98.189595905584,True,False,True,True
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,2021-11-19,4.179326571279648,98.40490797546012,True,False,False,True
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,2021-11-17,5.369563662752936,98.12080536912752,True,False,False,True
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,2022-01-07,3.3588271134702237,98.37702871410737,True,False,False,True
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,2021-05-21,22.965238944563037,99.19198448610214,True,False,False,True
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,2021-08-29,10.160466818882679,99.48663101604278,True,False,True,True
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,2021-06-25,13.952464005463888,99.14716382387941,True,False,False,True
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,2019-11-01,43.414978147947394,97.59728082512893,True,False,False,True
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,2020-12-25,13.682321660713438,99.24744130042143,True,False,False,True
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,2010-11-29,39.763541989580666,99.45650659159955,True,False,False,True
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,2021-07-08,13.867669405799155,97.1460238293156,True,False,True,True
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,2021-12-23,7.054371081787291,98.0385746976136,True,False,False,True
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,2021-05-21,21.15898440269909,99.45960551202377,True,False,False,True
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,2021-05-07,11.41206890462794,98.89795918367346,True,True,False,True
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,2020-01-01,28.681850721346862,98.24934779623781,True,False,False,True
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,2020-10-23,33.817477222628256,97.91219279408256,True,False,False,True
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,2021-03-19,22.977716052871102,98.68367760226813,True,False,False,True
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,2021-10-22,7.1247841455456955,99.10141206675225,True,False,False,True
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,2021-10-01,9.338915036446844,98.29059829059828,True,False,False,True
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,2020-02-21,25.692886731056465,97.98511526592848,True,False,False,True
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,2016-11-18,25.834027338324113,98.76708657196463,True,False,False,True
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,2021-08-13,11.541525757594934,98.26012549914432,True,True,True,True
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,2016-04-20,4.229557340856789,99.79695431472081,True,False,False,True
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,2021-04-14,16.861046129083732,98.7139689578714,True,False,False,True
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,2017-03-30,20.99858047976658,99.08083902898892,True,False,False,True
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,2021-07-28,11.14489322059019,99.03943377148636,True,False,True,True
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,2019-01-01,30.737212778830465,98.01008586615782,True,False,False,True
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,2021-09-02,9.590422188077351,95.22006625650734,True,False,False,True
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,2021-08-10,7.8357680280227076,97.5825946817083,True,False,True,True
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,2010-10-04,28.698346113030304,99.92971605285352,True,False,False,True
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,2020-04-17,31.860918045001835,97.5459221160911,True,False,False,True
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,2014-01-01,39.312167864072705,99.47265848905194,True,False,False,True
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,2021-08-06,11.682359390723928,97.3499847700274,True,False,True,True
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,2021-08-06,11.682359390723928,97.3499847700274,True,False,True,True
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,2021-09-03,13.22785503399495,97.44,True,True,False,True
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,2021-06-25,12.580253292563977,98.65269461077844,True,False,False,True
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,2021-10-27,33.032284245533674,99.03846153846155,True,True,False,True
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,2019-05-10,77.34537870982898,97.87327427978613,True,False,False,True
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,2017-06-15,61.791575227543824,98.74138046461806,True,False,False,True
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,2021-01-28,19.461284258831572,98.8751681134613,True,False,False,True
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,2013-08-01,56.32244313948943,98.88117984670711,True,False,True,True
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,1991-09-10,45.63285118049216,99.47269977714103,True,False,False,True
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,2019-03-07,26.764692632866954,98.4155190285799,True,False,False,True
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,2021-09-03,16.03494716060091,97.86270603151604,True,False,False,True
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,2021-11-11,5.425981864625575,97.16859716859717,True,False,False,True
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,2022-01-10,1.9173050418868318,100.0,True,False,False,False
